,FundingRate,LongPct,LongShortRatio,ShortPct,etf_flow_proxy,FundingRate_EMA3,FundingRate_Pct90d
2020-03-02,0.00012906666666666667,,,,,0.0001378204060545166,0.27731481481481485
2020-03-03,0.0001,,,,,0.00010000005574546692,0.17592592592592593
2020-03-04,0.00014179,,,,,0.00013586664062500333,0.2763888888888889
2020-03-05,0.00017667333333333331,,,,,0.00017862324941932998,0.38364197530864197
2020-03-06,0.000259105,,,,,0.0002523903190048734,0.6065586419753086
2020-03-07,0.00035066583333333333,,,,,0.0003518907192124865,0.7406635802469136
2020-03-08,0.00048486624999999995,,,,,0.0004805901547159683,0.8495370370370371
2020-03-09,0.0001,,,,,0.00011373933287008037,0.18449074074074076
2020-03-10,0.0001,,,,,0.00010000000081892805,0.1968364197530864
2020-03-11,0.00014299333333333335,,,,,0.0001376401595052084,0.353395061728395
2020-03-12,2.3450833333333333e-05,,,,,3.924181665992694e-05,0.26404320987654323
2020-03-13,-0.0013692625,,,,,-0.0013475308711935242,0.019984567901234568
2020-03-14,-0.00046875458333333334,,,,,-0.00047586155539830753,0.09791666666666667
2020-03-15,-0.0005052275000000001,,,,,-0.0005057765362815244,0.13109567901234567
2020-03-16,-0.00049609125,,,,,-0.0004789630055525573,0.16952160493827162
2020-03-17,-0.00012694666666666668,,,,,-0.00016002734544138644,0.37808641975308643
2020-03-18,-0.0002786933333333333,,,,,-0.0002691784555911429,0.32993827160493827
2020-03-19,-0.00021378333333333332,,,,,-0.00021641377688160274,0.4089506172839506
2020-03-20,-2.213333333333333e-05,,,,,-3.7560489999951536e-05,0.6685185185185185
2020-03-21,-1.3816666666666671e-05,,,,,-4.870236254860364e-06,0.6830246913580247
2020-03-22,1.9255833333333336e-05,,,,,1.4348715147933193e-05,0.8008487654320988
2020-03-23,-7.697e-05,,,,,-8.098478477167795e-05,0.6361882716049383
2020-03-24,0.0001,,,,,9.995719938935133e-05,0.936111111111111
2020-03-25,9.929708333333334e-05,,,,,9.937452772521174e-05,0.8189043209876544
2020-03-26,3.3185416666666666e-05,,,,,3.6594862624329e-05,0.7181327160493827
2020-03-27,4.4030000000000004e-05,,,,,4.4637225000129896e-05,0.6317901234567901
2020-03-28,-0.00025038666666666665,,,,,-0.000241261544884261,0.16018518518518518
2020-03-29,-0.0002576175,,,,,-0.0002559923533994632,0.1202932098765432
2020-03-30,-0.00035036333333333334,,,,,-0.0003580880140687935,0.16018518518518518
2020-03-31,-0.00011834625,,,,,-0.00011455242962668922,0.32430555555555557
2020-04-01,-0.00031827499999999997,,,,,-0.0003104012705439784,0.17183641975308642
2020-04-02,-2.2110000000000003e-05,,,,,-4.0644203413701294e-05,0.5660493827160494
2020-04-03,6.375333333333333e-05,,,,,6.351637435334206e-05,0.7277006172839506
